er Straße 117 a,1883,Remise,807 ,Brill,"Remise der Villa Amalia, eine D-Nummer mit Briller Straße 117",76877162350♠14. Juli 1986
er Straße 118,1900,Wohnhaus,3973 ,Brill,,77266378950♠06. Aug. 1996
er Straße 120,um 1900,Wohnhaus,1600 ,Brill,,76986745800♠08. Mai 1989
er Straße 122,um 1900,Wohnhaus,808 ,Brill,,76877255375♠15. Juli 1986
er Straße 124,frühes 20. Jahrhunderts,Wohnhaus,809 ,Brill,,76877348400♠16. Juli 1986
er Straße 128,frühes 20. Jahrhunderts,Wohnhaus,810 ,Brill,,76877348400♠16. Juli 1986
er Straße 130,Anfang des 20. Jahrhunderts,Wohnhaus,811 ,Brill,eine D-Nummer mit Briller Straße 132,76877348400♠16. Juli 1986
er Straße 132,Anfang des 20. Jahrhunderts,Wohnhaus,811 ,Brill,eine D-Nummer mit Briller Straße 130,76877348400♠16. Juli 1986
er Straße 134,1902,Wohnhaus,1104 ,Brill,eine D-Nummer mit Briller Straße 136,76918651500♠12. Aug. 1987
er Straße 136,1902,Wohnhaus,1104 ,Brill,eine D-Nummer mit Briller Straße 134,76918651500♠12. Aug. 1987
er Straße 138,1905,Wohnhaus,3980 ,Brill,,77266471975♠07. Aug. 1996
er Straße 140,Anfang des 20. Jahrhunderts,Wohnhaus,812 ,Brill,,76877534450♠18. Juli 1986
er Straße 144,frühes 20. Jahrhundert,Wohnhaus,680 ,Brill,,76853906100♠20. Dez. 1985
er Straße 146,Anfang des 20. Jahrhunderts,Wohnhaus,813 ,Brill,,76877534450♠18. Juli 1986
er Straße 162,gründerzeitlich,Wohn- und Geschäftshaus,814 ,Brill,,76877534450♠18. Juli 1986
er Straße 164,letztes Viertel des 19. Jahrhunderts,Wohnhaus,1321 ,Brill,,76942651950♠14. Mär. 1988
er Straße 166,spätes 19. Jahrhundert,Wohnhaus,1664 ,Brill,,77005164750♠14. Nov. 1989
er Straße 168,um 1900,Wohnhaus,2257 ,Brill,,77105910825♠09. Juni 1992
er Straße 170,2. Hälfte des 19. Jahrhunderts,Wohnhaus,536 ,Brill,,76838929075♠19. Juli 1985
er Straße 172,Ende des 19. Jahrhunderts,Wohnhaus,1118 ,Brill,,76920698050♠02. Sep. 1987
er Straße 174,zwischen 1898 und 1902,Wohnhaus,2211 ,Brill,,77103120075♠11. Mai 1992
er Straße 178,um 1900,Wohnhaus,2106 ,Brill,,77097724625♠17. Mär. 1992
er Straße 184,um 1900,Wohnhaus,1314 ,Brill,,77106468975♠15. Juni 1992
Funckstraße 1,1883,Villa,998 ,Brill,,76903674475♠11. Mär. 1987
Funckstraße 13,Ende des 19. Jahrhunderts,Villa,4053 ,Brill,Villa Wolff,77297449300♠20. Mai 1997
Funckstraße 16,Ende des 19. Jahrhunderts,Villa,219 ,Brill,,76814649550♠14. Dez. 1984
Funckstraße 18,1909/10,Wohnhaus,4068 ,Brill,,77313914725♠05. Nov. 1997
Funckstraße 22,1911,Wohn- und Geschäftshaus,999 ,Brill,,76903674475♠11. Mär. 1987
Funckstraße 24,1911,Wohnhaus,1001 ,Brill,,76903674475♠11. Mär. 1987
Funckstraße 40,1900,Wohnhaus,2112 ,Brill,,77097817650♠18. Mär. 1992
Funckstraße 43,zwischen 1897 und 1901,Wohnhaus,3199 ,Brill,,77160051375♠15. Nov. 1993
Funckstraße 47,um 1890,Wohnhaus,1002 ,Brill,,76903674475♠11. Mär. 1987
Funckstraße 49,um 1890,Wohnhaus,1003 ,Brill,,76903674475♠11. Mär. 1987
Funckstraße 51,gründerzeitlich,Wohnhaus,311 ,Brill,,76823672975♠15. Feb. 1985
Funckstraße 55,1887,Wohnhaus,2675 ,Brill,,77130655475♠19. Jan. 1993
Funckstraße 79,1958,Verwaltungsgebäude,4192 ,Brill,,77471685125♠05. Dez. 2001
Funckstraße 86,End 19. Jahrhundert,Bahnhofsgebäude,648 ,Brill,"Teil des einstigen Güterbahnhofs Ottenbruch, ehemals Funckstraße 94 a",77753271800♠24. Feb. 2009
Funckstraße 93,"1846, teilweise um 1700",Wohnhaus,2966 ,Brill,"Gut Am Schaffstal, ehemals Am Schaffstal 1",77143399900♠28. Mai 1993
Funckstraße 95,"1846, teilweise um 1700",Wohnhaus,2966 ,Brill,"Gut Am Schaffstal, ehemals Am Schaffstal 1",77143399900♠28. Mai 1993
Funckstraße 94,1870er Jahre,Bahnhofsgebäude,395 ,Brill,"Bahnhof Ottenbruch, Bestandteil der Rheinischen Bahnstrecke",76829626575♠15. Apr. 1985
Funckstraße 97,1874,Fabrikgebäude,3272 ,Brill,"Ehemalige Kornbrennerei Knappertsbusch, eine bauliche Einheit mit Funckstraße 99",77413358450♠18. Mai 2000
Funckstraße 99,1910,Fabrikgebäude,3272 ,Brill,"Ehemalige Kornbrennerei Knappertsbusch, eine bauliche Einheit mit Funckstraße 97",77413358450♠18. Mai 2000
Goebenplatz 2,1914,Villa,4046 ,Brill,,77294286450♠18. Apr. 1997
Goebenstraße 7,um 1900,Villa,659 ,Brill,Villa de Weerth,76852882825♠09. Dez. 1985
Goebenstraße 16,1898/1899,Villa,1900 ,Brill,,77068793850♠26. Juni 1991
Goebenstraße 20,um 1900,Villa,878 ,Brill,,76884232250♠26. Sep. 1986
Goebenstraße 21,1909,Villa,971 ,Brill,,76900790700♠12. Feb. 1987
Goebenstraße 21,nach 1900,Teehaus und Garten,4191 ,Brill,,77462196575♠31. Aug. 2001
Goebenstraße 24,Anfang des 20. Jahrhunderts,Villa,18 ,Brill,,76791765400♠24. Apr. 1984
Katernberger Straße,1851,Friedhof,3556 ,Brill,"Gesamte Anlage Friedhof Katernberger Straße, auch Niederländisch-ref. Friedhof. Bestehend aus Zuwegung, samt Lindenbestand, Kapelle (bezogen auf den historischen Baubestand aus dem Jahr 1909) und Friedhofsareal",77730852775♠07. Aug. 2008
Katernberger Straße 2,um 1900,Wohnhaus,912 ,Brill,,76888976525♠13. Nov. 1986
Katernberger Straße 4,um 1900,Wohnhaus,203 ,Brill,,76813626275♠03. Dez. 1984
Katernberger Straße 6,um 1900,Wohnhaus,1532 ,Brill,,76980234050♠02. Mär. 1989
Katernberger Straße 14,Ende des 19. Jahrhunderts,Villa,1296 ,Brill,eine D-Nummer mit Katernberger Str. 16,77713364075♠11. Feb. 2008
Katernberger Straße 16,Ende des 19. Jahrhunderts,Neben- und Remisengebäude,1296 ,Brill,eine D-Nummer mit Katernberger Str. 14,77713364075♠11. Feb. 2008
Katernberger Straße 24,zwischen 1860 und 1870,Villa,2870 ,Brill,,77138004450♠02. Apr. 1993
Katernberger Straße 41,1896,Villa,130 ,Brill,,76804974950♠06. Sep. 1984
Katernberger Straße 47,1896,Villa,525 ,Brill,,76836789500♠28. Juni 1985
Katernberger Straße 54,spätes 19. Jahrhundert,Villa,352 ,Brill,,76825626500♠04. Mär. 1985
Katernberger Straße 55,1923,Villa,2127 ,Brill,Landhaus Hurter,77099026975♠31. Mär. 1992
Katernberger Straße 60,um 1890,Villa,2306 ,Brill,Änderungsbescheid vom 22. Febr. 2002: Unterschutzstellung erstreckt sich auf das gesamte Gebäude sowie den historischen Teil der Einfriedungsmauer und den Vorgarten,77108887625♠09. Juli 1992
Katernberger Straße 61,1909,Friedhofskapelle,3556 ,Brill,Friedhofskapelle des Niederländisch-ref. Friedhofs (Friedhof Katernberger Straße),77730852775♠07. Aug. 2008
Katernberger Straße 64,spätes 19. Jahrhundert,Doppelwohnhaus/ Villa,740 ,Brill,eine D-Nummer mit Katernberger Straße 66,76866371450♠26. Mär. 1986
Katernberger Straße 66,spätes 19. Jahrhundert,Doppelwohnhaus/ Villa,740 ,Brill,eine D-Nummer mit Katernberger Straße 64,76866371450♠26. Mär. 1986
Katernberger Straße 72,1891,Wohnhaus,2744 ,Brill,,77132795050♠10. Feb. 1993
Katernberger Straße 74,zwischen 1888 und 1892,Wohnhaus,2810 ,Brill,,77135678825♠09. Mär. 1993
Katernberger Straße 78,Ende des 19. Jahrhunderts,Doppelwohnhaus/ Villa,609 ,Brill,eine D-Nummer mit Katernberger Straße 80,76846929225♠09. Okt. 1985
Katernberger Straße 80,Ende des 19. Jahrhunderts,Doppelwohnhaus/ Villa,609 ,Brill,eine D-Nummer mit Katernberger Straße 78,76846929225♠09. Okt. 1985
Katernberger Straße 82,späten 19. Jahrhundert,Villa,613 ,Brill,,76847022250♠10. Okt. 1985
Katernberger Straße 84,zwischen 1876 und 1880,Doppelwohnhaus/ Villa,3004 ,Brill,eine D-Nummer mit Katernberger Straße 86,77147493000♠08. Juli 1993
Katernberger Straße 86,zwischen 1876 und 1880,Doppelwohnhaus/ Villa,3004 ,Brill,eine D-Nummer mit Katernberger Straße 84,77147493000♠08. Juli 1993
Katernberger Straße 87,1908,Villa,671 ,Brill,,76853254925♠13. Dez. 1985
Katernberger Straße 88,zwischen 1876 und 1880,Villa,2948 ,Brill,,77142004525♠13. Mai 1993
Katernberger Straße 98,1893,Villa,1291 ,Brill,,76938093725♠29. Jan. 1988
Katernberger Straße 106,um 1900,Villa,1121 ,Brill,,76920884100♠04. Sep. 1987
Katernberger Straße 110,1927,Villa,1293 ,Brill,,76946838075♠27. Apr. 1988
Katernberger Straße 111,um 1927,Wohnhaus,3179 ,Brill,,77159679275♠11. Nov. 1993
Katernberger Straße 134,,Villa,2279 ,Brill,,77107213175♠23. Juni 1992
Katernberger Straße 136,1894–1896,Villa,1290 ,Brill,,76938000700♠28. Jan. 1988
Katernberger Straße 138,1904,Villa,1292 ,Brill,,76938558850♠02. Feb. 1988
Katernberger Straße 149,1907/ 08,Villa,2878 ,Brill,Villa Boeddinghaus,77138469575♠07. Apr. 1993
Katernberger Straße 160,Ende des 19. Jahrhunderts,Wohnhaus,1452 ,Brill,eine D-Nummer mit Katernberger Straße 162,76959396450♠02. Sep. 1988
Katernberger Straße 162,Ende des 19. Jahrhunderts,Wohnhaus,1452 ,Brill,eine D-Nummer mit Katernberger Straße 160,76959396450♠02. Sep. 1988
Katernberger Straße 169,um 1900,Villa,230 ,Brill,,76815207700♠20. Dez. 1984
Katernberger Straße 197,zwischen 1888 und 1892,Gartenhaus und Remise,3242 ,Brill,Parkschlösschen,77168516650♠10. Jan. 1994
Kirschbaumstraße 6,1897,Villa,873 ,Brill,,76883581075♠19. Sep. 1986
Kirschbaumstraße 15,zwischen 1897 und 1901,Villa,3282 ,Brill,,77171865550♠14. Feb. 1994
Kirschbaumstraße 21,zwischen 1897 und 1901,Wohnhaus,3333 ,Brill,,77175772600♠24. Mär. 1994
Kirschbaumstraße 24,1910,Villa,1286 ,Brill,,76937349525♠21. Jan. 1988
Kirschbaumstraße 25,1908,Villa,1287 ,Brill,,76937721625♠25. Jan. 1988
Kirschbaumstraße 28,um 1895,Wohnhaus,2218 ,Brill,,77103120075♠11. Mai 1992
Kirschbaumstraße 30,um 1895,Wohnhaus,2219 ,Brill,,77103120075♠11. Mai 1992
Moltkestraße 6,Ende des 19. Jahrhunderts,Villa,1249 ,Brill,,76931116850♠18. Dez. 1987
Moltkestraße 8,um 1900,Villa,826 ,Brill,,76877813525♠21. Juli 1986
Moltkestraße 14,zwischen 1897 und 1901,Villa,3241 ,Brill,,77168516650♠10. Jan. 1994
Moltkestraße 15,1909,Villa,3607 ,Brill,,77199959100♠28. Nov. 1994
Moltkestraße 17,Anfang des 20. Jahrhunderts,Villa,257 ,Brill,,76821533400♠24. Jan. 1985
Moltkestraße 18,spätes 19. Jahrhundert,Doppelwohnhaus/ Villa,1449 ,Brill,eine D-Nummer mit Moltkestraße 18a,76959396450♠02. Sep. 1988
Moltkestraße 18 a,spätes 19. Jahrhundert,Doppelwohnhaus/ Villa,1449 ,Brill,eine D-Nummer mit Moltkestraße 18,76959396450♠02. Sep. 1988
Moltkestraße 19,Anfang des 20. Jahrhunderts,Villa,258 ,Brill,,76821533400♠24. Jan. 1985
Moltkestraße 20,1896,Villa,3600 ,Brill,,77199959100♠28. Nov. 1994
Moltkestraße 21,zwischen 1885 und 1895,Doppelwohnhaus/ Villa,2236 ,Brill,,77104422425♠25. Mai 1992
Moltkestraße 23,zwischen 1885 und 1895,Doppelwohnhaus/ Villa,2272 ,Brill,,77106562000♠16. Juni 1992
Moltkestraße 31,Wende vom 19. zum 20. Jahrhundert,Doppelwohnhaus/ Villa,267 ,Brill,,76821533400♠24. Jan. 1985
Moltkestraße 33,Wende vom 19. zum 20. Jahrhundert,Doppelwohnhaus/ Villa,268 ,Brill,,76821533400♠24. Jan. 1985
Moltkestraße 40,1900,Villa,1582 ,Brill,,76984327150♠14. Apr. 1989
Moltkestraße 51,um 1900,Villa,269 ,Brill,eine D-Nummer mit Moltkestraße 51a,76821533400♠24. Jan. 1985
Moltkestraße 51 a,um 1900,Remise,269 ,Brill,eine D-Nummer mit Moltkestraße 51,76821533400♠24. Jan. 1985
Moltkestraße 64,1904,Doppelwohnhaus/ Villa,206 ,Brill,Doppelhaus mit Moltkestraße 66,76813626275♠03. Dez. 1984
Moltkestraße 65,um 1900,Villa,259 ,Brill,,76821533400♠24. Jan. 1985
Moltkestraße 66,1904,Doppelwohnhaus/ Villa,207 ,Brill,Doppelhaus mit Moltkestraße 64,76813626275♠03. Dez. 1984
Moltkestraße 67,kurz nach 1900,Villa,270 ,Brill,Villa Moltkestraße 67,76821533400♠24. Jan. 1985
Moltkestraße 71,kurz nach 1900,Villa,271 ,Brill,,76821533400♠24. Jan. 1985
Moltkestraße 73,um 1900,Villa,183 ,Brill,,76811579725♠13. Nov. 1984
Mozartstraße 6,spätes 19. Jahrhundert,Villa,745 ,Brill,,76867301700♠04. Apr. 1986
Mozartstraße 7,zwischen 1895 und 1899,Wohnhaus,3112 ,Brill,,77154748950♠22. Sep. 1993
Mozartstraße 9,zwischen 1897 und 1901,Wohnhaus,3589 ,Brill,,77199680025♠25. Nov. 1994
Mozartstraße 19,1913,Villa,1289 ,Brill,,76937907675♠27. Jan. 1988
Mozartstraße 21,1905,Wohnhaus,2715 ,Brill,eine D-Nummer mit Mozartstraße 23,77131399675♠27. Jan. 1993
Mozartstraße 23,1905,Wohnhaus,2715 ,Brill,eine D-Nummer mit Mozartstraße 21,77131399675♠27. Jan. 1993
Mozartstraße 38,1960,Wohnhaus,4077 ,Brill,eine D-Nummer mit Mozartstraße 40,77439963600♠16. Jan. 2001
Mozartstraße 40,1960,Wohnhaus,4077 ,Brill,eine D-Nummer mit Mozartstraße 38,77439963600♠16. Jan. 2001
Mozartstraße 44,1904,Wohnhaus,2063 ,Brill,,77095678075♠27. Feb. 1992
Mozartstraße 46,um 1900,Wohnhaus,744 ,Brill,,76867301700♠04. Apr. 1986
Mozartstraße 47,1924/25,Wohnhaus,2788 ,Brill,,77134190425♠25. Feb. 1993
Mozartstraße 48,um 1905,Wohnhaus,2676 ,Brill,,77130655475♠19. Jan. 1993
Mozartstraße 49,um 1905,Wohnhaus,2023 ,Brill,,77093538500♠04. Feb. 1992
Mozartstraße 50,um 1900,Wohnhaus,1555 ,Brill,,76982001525♠21. Mär. 1989
Mozartstraße 51,1905,Wohnhaus,2700 ,Brill,,77130748500♠20. Jan. 1993
Mozartstraße 52,1906,Wohnhaus,2059 ,Brill,,77095678075♠27. Feb. 1992
Mozartstraße 54,1909,Wohnhaus,1979 ,Brill,,77085445325♠13. Dez. 1991
Mozartstraße 56,um 1905,Wohnhaus,2010 ,Brill,,77092887325♠29. Jan. 1992
Mozartstraße 61,1928,Wohnhaus,2538 ,Brill,"eine D-Nummer mit Bayreuther Straße 23, 25, Mozartstraße 63, Richard-Wagner-Straße 2, 4",77121166925♠13. Nov. 1992
Mozartstraße 63,1928,Wohnhaus,2538 ,Brill,"eine D-Nummer mit Bayreuther Straße 23, 25, Mozartstraße 61, Richard-Wagner-Straße 2, 4",77121166925♠13. Nov. 1992
Mozartstraße 64,1928,Wohnhaus,2720 ,Brill,,77131492700♠28. Jan. 1993
Mozartstraße 66,1906,Wohnhaus,2049 ,Brill,,77095492025♠25. Feb. 1992
Mozartstraße 68,1905,Wohnhaus,2058 ,Brill,,77095678075♠27. Feb. 1992
Mozartstraße 70,um die Jahrhundertwende,Wohnhaus,407 ,Brill,eine D Nummer mit Bayreuther Straße 21,76829719600♠16. Apr. 1985
Nützenberger Straße 6,vor 1895,Wohnhaus,2020 ,Brill,,77093538500♠04. Feb. 1992
Nützenberger Straße 8,um 1880,Wohnhaus,2430 ,Brill,,77115585425♠17. Sep. 1992
Nützenberger Straße 10,um 1880,Wohnhaus,2429 ,Brill,,77115585425♠17. Sep. 1992
Nützenberger Straße 20,gründerzeitlich,Wohnhaus,1482 ,Brill,,76962466275♠03. Okt. 1988
Nützenberger Straße 22,gründerzeitlich,Wohnhaus,1108 ,Brill,,76918837550♠14. Aug. 1987
Nützenberger Straße 84,um 1895,Wohnhaus,2951 ,Brill,,77142097550♠14. Mai 1993
Nützenberger Straße 86,zwischen 1873 und 1876,Wohnhaus,3022 ,Brill,,77148702325♠21. Juli 1993
Platzhoffstraße 1,zwischen 1864 und 1873,Wohnhaus,3128 ,Brill,,77154935000♠24. Sep. 1993
Platzhoffstraße 2,zwischen 1870 und 1873,Wohnhaus,2964 ,Brill,,77143399900♠28. Mai 1993
Platzhoffstraße 3,gründerzeitlich,Wohnhaus,1556 ,Brill,,76982001525♠21. Mär. 1989
Platzhoffstraße 4,zwischen 1870 und 1873,Wohnhaus,2939 ,Brill,,77142004525♠13. Mai 1993
Platzhoffstraße 5,zwischen 1860 und 1870,Wohnhaus,2974 ,Brill,,77144423175♠07. Juni 1993
Platzhoffstraße 6,zwischen 1860 und 1870,Wohnhaus,2975 ,Brill,,77144423175♠07. Juni 1993
Platzhoffstraße 7,zwischen 1860 und 1870,Wohnhaus,2737 ,Brill,,77132143875♠03. Feb. 1993
Platzhoffstraße 8,zwischen 1860 und 1870,Wohnhaus,2973 ,Brill,,77144423175♠07. Juni 1993
Platzhoffstraße 9,zwischen 1860 und 1870,Wohnhaus,2995 ,Brill,,77146376700♠28. Juni 1993
Platzhoffstraße 10,zwischen 1860 und 1870,Wohnhaus,2997 ,Brill,,77146376700♠28. Juni 1993
Platzhoffstraße 12,zwischen 1864 und 1870,Wohnhaus,2996 ,Brill,Wohnhaus Platzhoffstraße 12,77146376700♠28. Juni 1993
Platzhoffstraße 14,zwischen 1876 und 1886,Wohnhaus,3011 ,Brill,,77148237200♠16. Juli 1993
Platzhoffstraße 15,zwischen 1873 und 1876,Wohnhaus,2998 ,Brill,,77146562750♠30. Juni 1993
Platzhoffstraße 17,Ende des 19. Jahrhunderts,Wohnhaus,149 ,Brill,,76807021500♠28. Sep. 1984
Platzhoffstraße 19,vor 1895,Wohnhaus,932 ,Brill,,76892511475♠19. Dez. 1986
Platzhoffstraße 22,1908,Villa,3253 ,Brill,,77169260850♠18. Jan. 1994
Platzhoffstraße 23,um 1900,Villa,750 ,Brill,,76868511025♠17. Apr. 1986
Platzhoffstraße 24,1925,Villa,751 ,Brill,,76868511025♠17. Apr. 1986
Platzhoffstraße 25,1895–1896,Villa,1557 ,Brill,"Villa Julie Bayer, nach ihrem späteren Bewohner Carl Duisberg auch Villa Duisberg genannt",76982094550♠22. Mär. 1989
Platzhoffstraße 49,Ende des 19. Jahrhunderts,Villa,899 ,Brill,,76888046275♠03. Nov. 1986
Platzhoffstraße 55,zwischen 1880 und 1885,Villa,3158 ,Brill,,77158283900♠28. Okt. 1993
Richard-Wagner-Straße 2,1928,Wohnhaus,2538 ,Brill,"eine D-Nummer wie Bayreuther Straße 23, 25, Mozartstraße 61, 63, Richard-Wagner-Straße 4",77121166925♠13. Nov. 1992
Richard-Wagner-Straße 4,1928,Wohnhaus,2538 ,Brill,"eine D-Nummer wie Bayreuther Straße 23, 25, Mozartstraße 61, 63, Richard-Wagner-Straße 2",77121166925♠13. Nov. 1992
Roonstraße 10,um die Jahrhundertwende,Villa,1023 ,Brill,,76906372200♠08. Apr. 1987
Roonstraße 12,um 1900,Wohnhaus,2266 ,Brill,,77106468975♠15. Juni 1992
Roonstraße 14,um 1900,Wohnhaus,3869 ,Brill,,77251494950♠06. Mär. 1996
Roonstraße 16,um 1900,Wohnhaus,2833 ,Brill,,77136423025♠17. Mär. 1993
Roonstraße 18,um 1900,Wohnhaus,3972 ,Brill,,77266378950♠06. Aug. 1996
Roonstraße 20,spätes 19. Jahrhundert,Wohnhaus,1609 ,Brill,,76987490000♠16. Mai 1989
Roonstraße 22,spätes 19. Jahrhundert,Wohnhaus,1014 ,Brill,,76905162875♠27. Mär. 1987
Roonstraße 24,spätes 19. Jahrhunderts,Wohnhaus,1586 ,Brill,,76984792275♠19. Apr. 1989
Roonstraße 26,spätes 19. Jahrhundert,Wohnhaus,1015 ,Brill,,76905162875♠27. Mär. 1987
Roonstraße 28,um 1895,Villa,1989 ,Brill,,77086375575♠23. Dez. 1991
Roonstraße 30,um die Jahrhundertwende,Villa,1024 ,Brill,,76906372200♠08. Apr. 1987
Roonstraße 33,spätes 19. Jahrhunderts,Wohnhaus,132 ,Brill,,76805440075♠11. Sep. 1984
Roonstraße 35,um 1900,Wohnhaus,1082 ,Brill,,76915116550♠06. Juli 1987
Roonstraße 37,spätes 19. Jahrhundert,Wohnhaus,1060 ,Brill,,76910558325♠21. Mai 1987
Roonstraße 39,spätes 19. Jahrhundert,Wohnhaus,1666 ,Brill,,77007211300♠04. Dez. 1989
Roonstraße 41,um 1890,Wohnhaus,615 ,Brill,Wohnhaus Roonstraße 41,76847115275♠11. Okt. 1985
Roonstraße 43,um 1890,Villa,528 ,Brill,,76837347650♠02. Juli 1985
Roonstraße 44,zwischen 1892 und 1895,Doppelwohnhaus/ Villa,3428 ,Brill,eine D-Nummer mit Roonstraße 46,77183679725♠13. Juni 1994
Roonstraße 46,zwischen 1892 und 1895,Doppelwohnhaus/ Villa,3428 ,Brill,eine D-Nummer mit Roonstraße 44,77183679725♠13. Juni 1994
Roonstraße 50,1901,Villa,3951 ,Brill,,77262192825♠25. Juni 1996
Roonstraße 52,um die Jahrhundertwende,Villa,541 ,Brill,,76837440675♠03. Juli 1985
Roonstraße 54,1901,Villa,2043 ,Brill,,77094375725♠13. Feb. 1992
Sadowastraße,1877 bis 1879,Stollenportal,2547 ,Brill,unbeziffert an der Abzweigung Am Buschhäuschen/ Sadowastraße gelegen,77122190200♠24. Nov. 1992
Sadowastraße 7,zwischen 1870 und 1875,Wohnhaus,1604 ,Brill,,76986838825♠09. Mai 1989
Sadowastraße 9,zwischen 1867 und 1873,Wohnhaus,3503 ,Brill,,77189168200♠08. Aug. 1994
Sadowastraße 12,um 1900,Villa,909 ,Brill,,76888883500♠12. Nov. 1986
Sadowastraße 15,zwischen 1870 und 1875,Wohnhaus,1606 ,Brill,,76987024875♠11. Mai 1989
Sadowastraße 17,zwischen 1860 und 1870,Wohnhaus,3504 ,Brill,,77189168200♠08. Aug. 1994
Sadowastraße 19,zwischen 1880 und 1886,Villa mit Gartengrotte,3645 ,Brill,,77208610425♠25. Jan. 1995
Sadowastraße 24,zwischen 1880 und 1885,Wohnhaus,3492 ,Brill,,77188610050♠02. Aug. 1994
Sadowastraße 24 a,zwischen 1880 und 1883,Wohnhaus,1605 ,Brill,eine D-Nummer mit Sadowastraße 26a,76987024875♠11. Mai 1989
Sadowastraße 25,spätes 19. Jahrhundert,Wohnhaus,1588 ,Brill,,76984792275♠19. Apr. 1989
Sadowastraße 25 a,letztes Viertel des 19. Jahrhunderts,Wohnhaus,1904 ,Brill,,77069538050♠02. Juli 1991
Sadowastraße 26,um 1880,Wohnhaus,4232 ,Brill,,77753457850♠26. Feb. 2009
Sadowastraße 26 a,zwischen 1880 und 1883,Wohnhaus,1605 ,Brill,eine D-Nummer mit Sadowastraße 24a,76987024875♠11. Mai 1989
Sadowastraße 27,letztes Viertel des 19. Jahrhunderts,Wohnhaus,1931 ,Brill,,77082003400♠08. Nov. 1991
Sadowastraße 27 a,frühes 20. Jahrhundert,Wohngebäude,3545 ,Brill,,77538011950♠14. Aug. 2003
Sadowastraße 28,Ende des 19. Jahrhunderts,Wohnhaus,2961 ,Brill,,77143399900♠28. Mai 1993
Sadowastraße 29,um 1885,Wohnhaus,2981 ,Brill,,77144423175♠07. Juni 1993
Sadowastraße 30,um 1882,Wohnhaus,2980 ,Brill,,77144423175♠07. Juni 1993
Sadowastraße 32,1902,Wohnhaus,2137 ,Brill,,77099213025♠01. Apr. 1992
Sadowastraße 33,1898/99,Wohnhaus,1612 ,Brill,,76988885375♠31. Mai 1989
Sadowastraße 35,zwischen 1892 und 1895,Wohnhaus,3362 ,Brill,,77177540075♠11. Apr. 1994
Sadowastraße 61,1891,Villa,1617 ,Brill,,76990931925♠21. Juni 1989
Sadowastraße 64,1880,Villa,1123 ,Brill,,76921163175♠07. Sep. 1987
Scheibenstraße 1,zwischen 1873 und 1875,Wohnhaus,3866 ,Brill,,77250006550♠22. Feb. 1996
Scheibenstraße 3,zwischen 1873 und 1875,Wohnhaus,3862 ,Brill,,77250006550♠22. Feb. 1996
Scheibenstraße 5,zwischen 1873 und 1876,Wohnhaus,3864 ,Brill,,77250006550♠22. Feb. 1996
Scheibenstraße 9,zwischen 1873 und 1876,Wohnhaus,3863 ,Brill,,77250006550♠22. Feb. 1996
Viktoriastraße 20,1888,Villa,3091 ,Brill,,77153539625♠09. Sep. 1993
Viktoriastraße 24,zwischen 1882 und 1889,Villa,1529 ,Brill,,76976420025♠25. Jan. 1989
Viktoriastraße 30,1894,Villa,1028 ,Brill,,76906372200♠08. Apr. 1987
Viktoriastraße 35,1890,Villa,3116 ,Brill,,77154841975♠23. Sep. 1993
Viktoriastraße 36,1885,Villa,519 ,Brill,,76835859250♠18. Juni 1985
Viktoriastraße 40,zwischen 1895 und 1901/02,Villa,3165 ,Brill,,77159493225♠09. Nov. 1993
Viktoriastraße 43,um 1900,Villa,507 ,Brill,,76834463875♠03. Juni 1985
Viktoriastraße 45,um 1895,Villa,3212 ,Brill,,77161911875♠03. Dez. 1993
Viktoriastraße 49,um 1898,Villa,1036 ,Brill,,76907023375♠15. Apr. 1987
Viktoriastraße 60,1935,Wohnhaus,2414 ,Brill,,77114655175♠07. Sep. 1992
Viktoriastraße 62,1935,Wohnhaus,2401 ,Brill,eine D-Nummer mit Viktoriastraße 64,77114655175♠07. Sep. 1992
Viktoriastraße 64,1935,Wohnhaus,2401 ,Brill,eine D-Nummer mit Viktoriastraße 62,77114655175♠07. Sep. 1992
Viktoriastraße 66,1935,Wohnhaus,2407 ,Brill,,77114655175♠07. Sep. 1992
Viktoriastraße 67,zwischen 1876 und 1880,Villa,3223 ,Brill,,77162377000♠08. Dez. 1993
Viktoriastraße 79,um 1890,Remise,4091 ,Brill,,77332705775♠15. Apr. 1998
Viktoriastraße 81,um 1890,Wohnhaus,4105 ,Brill,eine bauliche Einheit mit Viktoriastraße 83,77354659675♠27. Nov. 1998
Viktoriastraße 83,um 1890,Wohnhaus,4105 ,Brill,eine bauliche Einheit mit Viktoriastraße 81,77354659675♠27. Nov. 1998
Viktoriastraße 85,Ende des 19. Jahrhunderts,Villa,815 ,Brill,,76877534450♠18. Juli 1986
Viktoriastraße 87,gegen 1890,Doppelwohnhaus/ Villa,4097 ,Brill,,77337729125♠05. Juni 1998
Viktoriastraße 89,gegen 1890,Doppelwohnhaus/ Villa,4015 ,Brill,,77270565075♠19. Sep. 1996
Viktoriastraße 91,gegen 1890,Villa,4029 ,Brill,,77271030200♠24. Sep. 1996
Viktoriastraße 93,1894 bis 1896,Villa,3400 ,Brill,,77180330825♠09. Mai 1994
Viktoriastraße 97,Ende des 19. Jahrhunderts,Doppelwohnhaus/ Villa,216 ,Brill,,76814463500♠12. Dez. 1984
